owner_id,name,drive_license,address,phone
634,Анжелика Андреевна Крылова,25 83 352844,"к. Данков, ш. Островского, д. 2 стр. 16, 858181",+7 450 243 7361
635,Полина Григорьевна Щербакова,53 99 933696,"с. Быково (метеост.), бул. Тимирязева, д. 4/4, 390058",8 615 473 1566
636,Ефимова Любовь Вадимовна,40 84 611016,"к. Котельнич, бул. Западный, д. 48 к. 8/3, 028966",8 053 428 16 44
637,Рожков Василий Фомич,18 97 532232,"к. Тюмень, наб. Специалистов, д. 1 стр. 2, 388027",+7 (042) 763-6281
638,Панова Валерия Станиславовна,43 91 371752,"ст. Каспийск, пер. Морозова, д. 767, 909228",8 (498) 745-5135
639,Варвара Робертовна Федотова,78 68 242380,"клх Рославль, пер. Виноградный, д. 164 стр. 44, 873877",8 833 364 7704
640,Попов Януарий Брониславович,22 39 852311,"д. Пятигорск, алл. Полярная, д. 3/6, 204123",+7 905 772 04 41
641,Пахомова Феврония Ивановна,12 17 841632,"п. Курумкан, ш. Ставропольское, д. 809 к. 2, 248709",8 (726) 496-3225
642,Гаврила Гаврилович Калинин,20 73 982882,"ст. Качканар, пр. Сиреневый, д. 189, 346861",8 307 028 67 20
643,Гуляева Жанна Никифоровна,29 14 133342,"г. Холмогоры, алл. Специалистов, д. 805 к. 6/1, 173259",+7 073 971 3072
644,Авдеев Натан Анатольевич,30 21 214459,"клх Охотск, алл. Производственная, д. 604 к. 7, 719281",8 (074) 436-02-34
645,Вадим Тихонович Попов,47 26 292588,"п. Качканар, наб. Нижняя, д. 50 стр. 8, 269032",8 551 327 61 79
646,Вера Ивановна Блохина,48 81 125277,"д. Ульяновск, ул. Кошевого, д. 221 к. 258, 686498",8 478 686 23 76
647,Никифорова Оксана Захаровна,17 11 624497,"с. Усть-Кут, пер. Рябиновый, д. 374, 640069",8 (369) 235-3484
648,Андрон Юльевич Яковлев,75 65 383554,"д. Тулун, наб. Бульварная, д. 3/3 к. 321, 720550",+7 (300) 008-8634
649,Костина Агата Александровна,61 68 350895,"к. Глазов, ш. Центральное, д. 791 к. 33, 379897",80608548186
650,Васильев Азарий Якубович,71 43 507380,"п. Рязань, ул. Владимирская, д. 2/2, 519854",8 829 420 3401
651,Ирина Наумовна Тихонова,56 36 439677,"к. Оймякон, пер. Сплавный, д. 5 стр. 7/8, 010824",+7 281 822 3879
652,Марфа Вениаминовна Морозова,46 10 256543,"с. Кузнецк, наб. Геологическая, д. 4/6 стр. 56, 357004",+7 291 828 51 81
653,Устинова Лидия Макаровна,97 63 172816,"клх Пермь, ул. Транспортная, д. 3/4, 466001",+7 (838) 271-01-23
654,тов. Виноградова Любовь Богдановна,26 82 870711,"клх Кулунда, бул. Грибоедова, д. 776 стр. 4, 460422",8 (634) 601-91-53
655,Лаврентьева Евфросиния Константиновна,10 56 623470,"к. Кисловодск, пер. 60 лет СССР, д. 976 к. 62, 272670",8 (666) 562-2419
656,Панфилова Ираида Яковлевна,66 62 993702,"с. Валдай, алл. Таежная, д. 15 стр. 961, 897422",+7 (543) 404-6682
657,Пимен Димитриевич Елисеев,24 29 191100,"к. Красноуральск, ш. Коллективное, д. 564 стр. 811, 881827",+7 (063) 435-9488
658,Сафонова Наина Тарасовна,32 18 653894,"с. Кропоткин (Краснод.), наб. Гражданская, д. 202, 543412",+7 (016) 049-8603
659,Носкова Прасковья Натановна,73 28 205361,"п. Жуковский, бул. Проезжий, д. 997, 114003",+77131719786
660,Виктория Матвеевна Зимина,15 23 760960,"г. Черемхово, наб. Ульянова, д. 6 стр. 411, 535821",+7 728 878 0727
661,Макаров Павел Борисович,86 17 849793,"д. Тобольск, ш. Чайкиной, д. 42, 477183",8 (530) 768-10-24
662,Хохлова Майя Матвеевна,80 11 806463,"г. Зеленогорск (Ленин.), наб. Кирова, д. 42 стр. 3/3, 690696",8 (574) 670-6751
663,Игнатьев Михаил Викторович,65 89 823615,"г. Гатчина, наб. Безымянная, д. 2/1 к. 1/4, 508424",+7 (198) 392-4848
664,Сысоев Вацлав Федосьевич,18 38 124730,"к. Киржач, алл. Сельская, д. 2, 758646",+7 (395) 348-1105
665,Сигизмунд Федосеевич Осипов,12 25 898023,"д. Черняховск, ш. Красногвардейское, д. 8 к. 68, 128177",8 123 959 7815
666,Аникита Фомич Сорокин,56 43 262282,"г. Елатьма, ш. Гагарина, д. 6/5 к. 8/8, 051710",8 (308) 715-64-78
667,Семенова Екатерина Болеславовна,92 39 604526,"к. Киренск, ул. Производственная, д. 5/2 стр. 9, 726029",+7 (546) 862-72-88
668,Ипатий Венедиктович Кузнецов,48 15 570490,"клх Каргасок, пр. Профсоюзный, д. 45, 762592",+7 (868) 790-6048
669,Борисова Анастасия Леоновна,76 60 720045,"к. Азов (Рост.), ш. Заводское, д. 47 к. 2/6, 640535",8 707 897 75 54
670,Крюков Алексей Демидович,30 65 991854,"ст. Иркутск, алл. Шолохова, д. 47 к. 30, 271117",8 769 171 6204
671,Константин Евстигнеевич Дьячков,30 88 669581,"г. Озеры, ул. Шмидта, д. 339, 026980",+7 426 471 06 80
672,Акулина Даниловна Константинова,19 67 587119,"п. Светлогорск (Калин.), наб. Заречная, д. 449, 267244",8 931 729 47 63
673,Воронцов Амос Тихонович,81 10 666158,"г. Енисейск, пер. Механизаторов, д. 493 к. 37, 281291",8 350 496 02 66
674,Данила Филиппович Самойлов,67 60 777256,"к. Карачаевск, пр. Кузнецкий, д. 1 стр. 1/9, 406756",+7 208 019 2902
675,Клавдия Егоровна Орехова,33 19 489444,"к. Уренгой, ул. Хвойная, д. 62 стр. 43, 023510",+7 (555) 019-35-45
676,Фаина Сергеевна Авдеева,97 14 337016,"д. Калязин, алл. Тополиная, д. 4, 296208",+7 598 312 4412
677,Фёкла Никифоровна Веселова,84 17 565914,"г. Дно, пр. Короленко, д. 81, 495421",+7 629 419 3759
678,Третьяков Афиноген Давыдович,22 85 238872,"к. Кирово-Чепецк, пр. Раздольный, д. 5/8 стр. 3, 461209",8 173 009 92 84
679,Сергеев Вацлав Арсенович,50 27 383621,"ст. Надым, ул. Карла Маркса, д. 343 к. 591, 087797",+7 (479) 254-22-18
680,Лидия Тимофеевна Вишнякова,79 40 842597,"клх Алагир, ш. Клары Цеткин, д. 1/7 к. 7/4, 329986",8 159 025 7846
681,Сила Ильясович Зиновьев,45 17 645013,"ст. Москва, пр. Дружба, д. 36 стр. 784, 292543",8 519 628 2225
682,Артемьев Онуфрий Власович,11 23 659188,"п. Усть-Ишим, алл. Ударная, д. 20 к. 42, 149929",+7 096 627 0266
683,Алла Харитоновна Денисова,10 43 971412,"п. Бомнак, ш. Балтийское, д. 203 к. 419, 538922",+7 (471) 193-60-06
684,Андрей Захарьевич Власов,12 77 250540,"г. Пышма, пр. Спартака, д. 56, 850095",+7 (723) 461-7623
685,Евпраксия Наумовна Андреева,96 24 315572,"к. Вилюйск, наб. Болотная, д. 71 к. 5, 137277",8 857 606 34 94
686,Наталья Афанасьевна Мухина,33 89 147188,"г. Тихорецк, пр. Южный, д. 479 стр. 34, 248374",+74172345653
687,Филарет Августович Сергеев,74 59 700414,"ст. Тюмень, бул. Хвойный, д. 3/7 к. 347, 864100",85385574216
688,Элеонора Архиповна Щукина,45 40 436893,"с. Тында, наб. Войкова, д. 747, 437884",+73706618756
689,Никанор Даниилович Маслов,42 63 990324,"клх Макаров, ул. Жуковского, д. 802 стр. 3/2, 845078",8 043 566 05 03
690,Феврония Степановна Николаева,41 66 379979,"с. Старый Оскол, пр. Ульяновский, д. 267 стр. 32, 679419",+7 878 865 3859
691,Ульяна Николаевна Ершова,15 59 593594,"клх Тольятти, пер. Толбухина, д. 7/1 стр. 6, 492217",+7 486 186 7066
692,Виноградов Олег Владиславович,36 33 979688,"п. Челябинск, алл. Тихая, д. 27 стр. 66, 371708",8 494 269 42 03
693,Харитонова Жанна Богдановна,99 85 661577,"к. Шаховская, ул. Урожайная, д. 6 стр. 8/1, 921958",8 (305) 498-24-38
694,Алла Вениаминовна Шарова,75 45 790685,"клх Углич, пр. Ермака, д. 566, 158901",8 492 815 03 70
695,Виктория Наумовна Евдокимова,24 70 157041,"с. Батайск, ул. Речная, д. 772, 829682",+74850072889
696,Абрамова Ирина Богдановна,53 82 292781,"д. Агата, пер. Урожайный, д. 2/3 к. 7/7, 080820",+7 (917) 026-3444
697,Евдокимова Евгения Ждановна,37 51 942078,"г. Ведено, ул. Калинина, д. 34, 369091",+7 (375) 302-84-97
698,Кулагина Нонна Александровна,61 17 362065,"п. Оймякон, алл. Свердлова, д. 455 к. 5/9, 875403",8 488 215 97 73
699,Милица Наумовна Алексеева,76 57 389873,"п. Ростов-на-Дону, пр. Шолохова, д. 9/7, 912594",87220429862
700,Кузнецова Мария Николаевна,31 62 691056,"с. Хатанга, пр. Тепличный, д. 75 стр. 99, 358768",8 (777) 925-6041
701,Галкин Ипатий Денисович,41 42 650703,"п. Шелагонцы, бул. Окружной, д. 722 стр. 200, 407629",+7 430 491 34 10
702,Маркова Виктория Тимофеевна,36 76 950948,"г. Чокурдах, пер. Демьяна Бедного, д. 7 стр. 3, 405920",8 (235) 309-7669
703,Орехова Милица Владимировна,23 89 373698,"с. Тында, ул. Кольцевая, д. 6/4, 796618",8 957 240 43 47
704,Цветков Афанасий Георгиевич,42 25 845350,"ст. Пинега, ул. Интернациональная, д. 8/8, 217503",8 192 025 99 91
705,Епифан Фокич Волков,85 35 640683,"клх Йошкар-Ола, ш. Гоголя, д. 8 к. 9, 476078",8 235 107 65 19
706,Русаков Федосий Ильясович,19 70 760471,"клх Коломна, алл. Белинского, д. 745 стр. 14, 858055",8 (115) 744-9653
707,Алла Рудольфовна Бирюкова,87 95 222655,"г. Лодейное Поле, пер. Высоковольтный, д. 545, 840398",+7 (218) 039-66-20
708,София Тимуровна Власова,40 75 489804,"клх Саянск, пер. Первомайский, д. 66 стр. 69, 646933",+7 (562) 303-9744
709,Нина Рудольфовна Волкова,12 74 631867,"д. Звенигород, бул. Пригородный, д. 484, 132661",+7 584 858 05 26
710,Кириллов Олимпий Александрович,40 33 790109,"ст. Ершов, ул. Матросова, д. 89, 774544",8 (082) 317-14-61
711,Игнатьева Ираида Николаевна,89 83 455423,"с. Дагомыс, алл. Новгородская, д. 7 к. 153, 618402",8 787 036 8605
712,Афанасьев Изяслав Феодосьевич,16 60 347992,"г. Губкинский, пер. Базарный, д. 5/1 стр. 103, 203025",+7 (094) 523-75-97
713,Макаров Фирс Гаврилович,99 86 484479,"г. Юрюзань, пер. Парижской Коммуны, д. 627 стр. 5/6, 492054",8 (944) 538-1180
714,Кириллова Мария Макаровна,90 81 226642,"к. Липецк, пр. Кольцова, д. 62 к. 81, 056603",8 162 486 07 04
715,Милица Архиповна Титова,67 91 261756,"ст. Благовещенск (Амур.), пер. Радищева, д. 415 к. 417, 671560",8 879 052 2441
716,Пров Евсеевич Павлов,36 41 719425,"клх Норильск, ул. Суворова, д. 1/6, 191898",8 646 936 56 18
717,Горшкова Иванна Федоровна,40 34 437923,"д. Алагир, бул. Семашко, д. 823 к. 2/9, 301922",+7 956 733 3297
718,Самойлов Онуфрий Ермолаевич,37 97 239734,"п. Ухта, наб. Ставропольская, д. 86, 992427",8 (392) 385-20-23
719,Максимова Агата Афанасьевна,97 33 122744,"п. Игарка, наб. Кирова, д. 53 стр. 2/9, 907551",8 452 607 5699
720,Полякова Варвара Алексеевна,89 18 311539,"ст. Лодейное Поле, алл. Поселковая, д. 36, 777733",+7 680 664 70 70
721,Мельников Ананий Игнатьевич,36 81 479066,"д. Теберда, алл. Высотная, д. 507 к. 527, 675826",8 (625) 906-20-03
722,Ефимова Милица Захаровна,61 34 943946,"к. Хужир, наб. Островского, д. 4/2 к. 89, 914986",+7 995 504 9326
723,Кононов Ефрем Дмитриевич,65 47 326993,"п. Вологда, бул. Линейный, д. 559, 340012",8 (622) 398-47-42
724,Роман Юльевич Игнатов,91 30 457572,"ст. Токма, пер. Малый, д. 83 стр. 1/6, 168061",+7 (495) 647-9984
725,Копылова Наталья Павловна,60 13 889617,"п. Урай, ул. 9 Января, д. 73, 080926",+7 662 016 55 57
726,Лора Святославовна Харитонова,97 74 526090,"к. Новороссийск, наб. Сиреневая, д. 84 к. 5/1, 068758",8 824 051 66 54
727,Сидоров Ладислав Дорофеевич,51 23 261382,"к. Адыгейск, ш. Проезжее, д. 78, 083570",+7 703 630 94 42
728,Дементий Андреевич Лаврентьев,37 75 774221,"д. Щельяюр, пер. Главный, д. 294 стр. 14, 197979",8 (245) 284-13-56
729,Филиппов Андроник Фомич,88 44 652208,"ст. Октябрьское (Хант.), пр. Горького, д. 895 стр. 59, 598026",+7 294 420 3158
730,Костина Акулина Рубеновна,86 27 448256,"п. Бавлы, ул. Щетинкина, д. 8/5, 759514",+7 864 823 08 82
731,Уварова Марфа Степановна,87 50 924922,"д. Радужный, алл. Проточная, д. 16, 869427",8 748 317 30 66
732,Носкова Анна Максимовна,33 85 324014,"с. Ульяновск, алл. Пушкина, д. 66 стр. 5, 989062",+7 (272) 371-7989
733,Ларионов Филипп Антонович,13 29 279582,"к. Кущевская, пер. Никитина, д. 884 стр. 6/5, 767553",88188907378
734,Горшков Эраст Антонович,18 55 711514,"д. Шумиха, бул. Разина, д. 96 стр. 58, 638020",8 (612) 396-12-19
735,Бронислав Бориславович Степанов,13 90 991000,"д. Данков, бул. Восьмого Марта, д. 166, 079237",+7 (982) 689-33-48
736,Радован Андреевич Николаев,94 65 793478,"с. Сусуман, пр. Красных Партизан, д. 63 к. 8, 773123",+7 555 057 05 21
737,Шашкова Елена Семеновна,77 71 747880,"к. Балашов, наб. Санаторная, д. 214 к. 8, 123503",8 871 568 91 09
738,Белякова Алла Вениаминовна,91 66 572209,"ст. Ямбург, наб. Кузнецова, д. 5 к. 8/5, 366401",8 329 573 78 31
739,Гостомысл Виленович Нестеров,55 84 622420,"г. Тимашевск, пер. Снежный, д. 229 к. 9, 423324",+7 651 854 83 96
740,Клавдия Кирилловна Евсеева,59 13 589227,"клх Красноселькуп, алл. Красногвардейская, д. 6 к. 2, 491617",+7 502 218 1698
741,Антонина Евгеньевна Устинова,19 92 974647,"клх Сочи, бул. Майский, д. 9 к. 87, 029286",+73302650996
742,Наина Мироновна Савельева,33 24 684927,"д. Октябрьское (Хант.), пр. Демьяна Бедного, д. 602 к. 4/5, 022234",89801376836
743,Белова Олимпиада Петровна,72 55 747177,"п. Междуреченский, ш. 50 лет ВЛКСМ, д. 144 к. 43, 174656",+72601863726
744,Ситникова Людмила Мироновна,37 18 695183,"д. Ербогачен, алл. Вахитова, д. 7/5 стр. 149, 385025",8 134 448 6722
745,Петухова Олимпиада Егоровна,78 78 339802,"к. Новочеркасск, пр. Народный, д. 8 к. 4, 511497",8 (879) 531-2040
746,Горшков Платон Федосьевич,84 51 399279,"г. Тура, пер. Больничный, д. 818 к. 51, 915114",+7 (678) 621-0781
747,Агафонов Онуфрий Жоресович,80 68 202045,"п. Набережные Челны, ш. Цветочное, д. 9/1 к. 46, 154230",8 002 302 86 55
748,Всеслав Власович Дмитриев,99 12 808082,"к. Елатьма, пр. Глинки, д. 1/2, 145992",+7 166 338 2222
749,г-жа Беспалова Феврония Владимировна,45 14 133037,"г. Объячево, алл. Береговая, д. 290 к. 934, 339133",+7 (528) 613-23-94
750,Владлен Григорьевич Антонов,52 62 812271,"к. Макушино, пр. Панфилова, д. 924 стр. 7/4, 209536",8 (734) 985-29-73
751,Лора Вячеславовна Блинова,55 61 975392,"ст. Назрань, ш. Песчаное, д. 8 стр. 3/6, 809664",+7 475 336 95 24
752,Лукьян Даниилович Ширяев,66 44 901829,"п. Чебаркуль, наб. Ленская, д. 44 стр. 8/3, 157127",8 383 543 46 85
753,Козлова Надежда Болеславовна,74 64 358317,"к. Ханты-Мансийск, пер. Азовский, д. 661 к. 28, 683710",+7 (073) 726-0720
754,Авдеева Ольга Тимуровна,22 45 662357,"с. Кырен, алл. Пригородная, д. 51 стр. 4/5, 625429",+7 (645) 633-91-72
755,Агафья Даниловна Афанасьева,84 85 761241,"клх Выборг, бул. Красных Партизан, д. 5/8, 967068",+7 (353) 910-1612
756,Носов Иосиф Егорович,54 83 128877,"п. Кингисепп, наб. Городская, д. 77, 348140",88410167930
757,Власов Автоном Еремеевич,19 42 670848,"г. Мирный, алл. Партизанская, д. 98 стр. 7/2, 801990",+7 (421) 348-5484
758,Афиноген Федосьевич Семенов,29 17 319707,"с. Чокурдах, алл. Кошевого, д. 815, 171321",84024702881
759,Лукин Родион Ефимович,47 21 225022,"с. Бугуруслан, алл. Спартака, д. 9/6 стр. 7/5, 391381",+7 749 161 9423
760,Анисим Артемьевич Рогов,92 29 224749,"к. Кежма, ул. Халтурина, д. 3/7 к. 568, 525274",+7 025 471 79 89
761,Бурова Людмила Олеговна,88 45 645884,"д. Химки, алл. Майская, д. 651 стр. 8/6, 355842",+7 (717) 266-25-65
762,Олимпиада Архиповна Нестерова,13 43 501375,"к. Кырен, ш. Минское, д. 768, 408710",+7 668 904 1728
763,Евдоким Юлианович Молчанов,28 10 594626,"к. Жиганск, алл. Волгоградская, д. 32, 408475",+7 (835) 999-40-04
764,Ираида Петровна Елисеева,21 14 861570,"к. Волоколамск, ул. Лазурная, д. 1 стр. 4, 722892",+7 641 578 0978
765,Акулина Анатольевна Козлова,40 13 233825,"д. Луховицы, наб. Харьковская, д. 2 стр. 3, 447867",+72802188930
766,Федот Адрианович Муравьев,59 38 892732,"д. Черняховск, бул. Краснофлотский, д. 839, 369905",8 855 759 9408
767,Агата Николаевна Елисеева,45 33 703888,"клх Макушино, алл. Карла Либкнехта, д. 161 к. 6/7, 337457",+7 165 276 1368
768,Анастасия Валентиновна Ефимова,18 48 716296,"д. Лазаревское, пр. Маркса, д. 79, 447725",+7 842 324 2348
769,Рогов Владлен Ефремович,10 14 387211,"к. Котельнич, пер. Олимпийский, д. 9 к. 6, 490627",86024257033
770,Ширяева Фёкла Кирилловна,38 94 251413,"п. Великие Луки, бул. Кленовый, д. 4/1 к. 1, 966299",+7 721 742 92 20
771,Демьян Валерианович Ефимов,48 21 527054,"с. Онега, алл. Шишкина, д. 363 стр. 1, 139280",+78502206190
772,Соболева Маргарита Яковлевна,23 83 350986,"д. Суздаль, пер. Овражный, д. 300, 616225",8 471 855 94 07
773,Елизавета Александровна Дмитриева,84 89 951334,"п. Кировск (Ленин.), пр. Семашко, д. 9/2, 564743",8 (019) 453-91-17
774,Александрова Анастасия Макаровна,73 64 541157,"клх Пышма, алл. Нагорная, д. 28, 780619",+7 223 116 7870
775,Парфен Гертрудович Миронов,59 90 966024,"п. Камышин, пр. Волжский, д. 3 стр. 926, 856371",+7 429 430 00 37
776,Татьяна Владиславовна Уварова,53 41 697476,"п. Дно, пр. Чайковского, д. 7/4 к. 97, 178376",8 915 382 0114
777,Милован Владиславович Филатов,95 13 954091,"к. Йошкар-Ола, пр. Проточный, д. 2 к. 37, 553375",8 569 764 87 84
778,Авдеев Флорентин Ермилович,85 64 267502,"г. Меренга, бул. Придорожный, д. 1 к. 3/7, 685120",8 276 729 35 09
779,Зимин Карп Викентьевич,66 84 915400,"д. Выборг, пр. Попова, д. 422 к. 8, 804579",8 (251) 840-70-33
780,Калинин Радислав Викторович,93 88 655430,"с. Ельня, ул. Просторная, д. 2 стр. 8/7, 063632",8 (630) 112-2008
781,Зыков Ипполит Гертрудович,47 74 381460,"с. Сеймчан, пер. Революции, д. 982 стр. 8/2, 605494",8 920 856 49 01
782,Фадеева Анна Феликсовна,34 28 374256,"г. Абакан, ул. Толстого, д. 7, 758080",+7 (889) 044-1040
783,Никандр Яковлевич Александров,44 40 166977,"ст. Набережные Челны, пер. Пушкинский, д. 9, 747558",+7 309 016 8564
784,Нонна Тимуровна Белоусова,67 24 610717,"д. Ачинск, пр. Пушкинский, д. 9/9, 716115",8 (668) 611-9976
785,Галкина Евпраксия Геннадьевна,66 55 707274,"г. Сортавала, бул. Ломоносова, д. 458, 345819",8 657 285 3533
786,Раиса Валериевна Боброва,84 93 722085,"с. Дмитров, пр. Невского, д. 9, 158466",8 (793) 030-2853
787,Нестор Феликсович Капустин,30 69 287453,"к. Братск, наб. Транспортная, д. 35 стр. 5, 130873",+7 897 207 3827
788,Валерия Васильевна Шашкова,70 70 578025,"к. Губкин, бул. Мусы Джалиля, д. 4/1 стр. 207, 102423",+74730577719
789,Евдокимова Олимпиада Борисовна,64 25 810783,"клх Шуя, наб. Маркса, д. 8/7 к. 1, 833440",+7 952 242 6537
790,Дьячков Бронислав Артемьевич,89 35 828296,"д. Александровск-Сахалинский, ул. Коммунаров, д. 8 к. 16, 579115",+7 101 626 0080
791,Терентьева Евфросиния Захаровна,27 61 465585,"д. Серебряные Пруды, ш. Одесское, д. 55 стр. 85, 921496",8 (914) 638-66-43
792,Селиверстов Серафим Викентьевич,29 12 317756,"к. Домбай, алл. Гоголя, д. 9/6 стр. 3, 240002",+7 860 146 0519
793,Емельян Викторович Горшков,13 81 902884,"клх Канск, ул. Ивановская, д. 75 стр. 46, 100090",8 (993) 187-8104
794,Блохина Елизавета Леоновна,78 15 281917,"к. Урус-Мартан, ш. Осенное, д. 193 стр. 4, 661366",+7 (808) 122-68-15
795,Исай Фокич Сазонов,83 48 917689,"клх Кетченеры, ш. Целинное, д. 458, 096739",8 (984) 218-91-42
796,Исаков Мир Аксёнович,95 64 735860,"ст. Ступино, пр. Гражданский, д. 8/7 к. 98, 636885",+7 162 762 9226
797,Пахомова Раиса Андреевна,65 65 565413,"клх Переславль-Залесский, пр. Механизаторов, д. 92, 749935",88125597772
798,Марина Кирилловна Козлова,65 51 732565,"клх Тутончаны, наб. Красноармейская, д. 841, 657893",81295651887
799,Ксения Станиславовна Котова,20 92 219695,"ст. Новочеркасск, ул. Воронежская, д. 5, 878757",+7 302 930 1125
800,Карпова Александра Святославовна,91 11 166907,"д. Апрелевка, бул. Чайковского, д. 32 к. 73, 180620",+7 730 242 6624
801,Рюрик Ермилович Козлов,99 83 573151,"ст. Видное, ш. Энергетическое, д. 7 стр. 7, 406873",8 445 345 1466
802,Людмила Степановна Лазарева,80 78 794849,"ст. Майкоп, бул. Курганный, д. 9 стр. 3/7, 366485",+7 (207) 758-7089
803,Надежда Юрьевна Шилова,47 41 266794,"к. Корсаков, пр. Энтузиастов, д. 550 стр. 1, 092846",8 (200) 734-29-39
804,Селиван Викторович Сазонов,15 99 590146,"клх Нефтегорск (Самар.), бул. Новый, д. 18 стр. 662, 150204",8 028 143 5312
805,Елизавета Дмитриевна Ситникова,69 86 377687,"п. Быково (метеост.), бул. Сиреневый, д. 623 стр. 742, 274286",8 251 085 73 83
806,Мефодий Артурович Осипов,80 96 467103,"ст. Шелехов, ул. Инженерная, д. 2 стр. 674, 537062",8 (281) 673-37-46
807,Филиппов Савелий Марсович,22 27 986944,"ст. Рославль, ул. Ангарская, д. 1/9 к. 9, 876209",80693196303
808,Нина Святославовна Субботина,89 86 452349,"к. Аршан (Бурят.), наб. Волгоградская, д. 86 стр. 31, 438880",+78514202593
809,Ларионов Галактион Всеволодович,61 48 484059,"п. Краснотурьинск, пр. Коммунаров, д. 8, 729911",8 490 443 1834
810,Борислав Алексеевич Зимин,41 65 744913,"с. Глазов, бул. Загородный, д. 1 стр. 3/2, 926517",+7 (281) 629-1087
811,Капустин Ульян Денисович,39 89 263179,"ст. Москва, МГУ, алл. Бажова, д. 8/2 к. 952, 707459",81530445002
812,Кононова Регина Ефимовна,10 26 913814,"п. Минеральные Воды, наб. Горная, д. 69 стр. 8/7, 304093",+76754182368
813,Николаев Ульян Васильевич,74 22 146822,"г. Батайск, ул. Петровская, д. 74 к. 518, 201388",+7 (532) 083-16-81
814,Авксентий Данилович Беляков,91 62 333060,"п. Оленек, ул. Ульянова, д. 8 стр. 8/3, 005214",+7 070 716 34 85
815,Кошелева Лидия Борисовна,13 93 803900,"с. Азов (Рост.), наб. Тихая, д. 591 стр. 6, 569729",8 556 192 76 71
816,Корнилова Валерия Сергеевна,40 66 567819,"ст. Рославль, пер. 40 лет Октября, д. 2/3, 678305",8 737 138 8740
817,Гущина Ия Мироновна,31 27 327976,"к. Павловская, алл. Культуры, д. 4/4 к. 241, 614215",+7 (483) 196-86-36
818,Мария Кузьминична Мельникова,43 71 128535,"г. Кашхатау, пер. Камский, д. 904 к. 47, 315922",81270659341
819,Галактион Богданович Федоров,15 43 152302,"п. Токма, наб. Ильича, д. 183, 817960",8 (578) 984-97-49
820,Веселова Галина Валентиновна,88 67 754607,"г. Вытегра, пер. Специалистов, д. 7 к. 9, 898106",+7 735 631 63 12
821,Нонна Вячеславовна Кононова,86 69 484327,"с. Шарья, пер. Халтурина, д. 97 к. 419, 682013",+7 716 753 2163
822,Жанна Анатольевна Воронова,98 34 542070,"д. Ахтубинск, наб. Весенняя, д. 37, 458583",8 639 981 2743
823,Марков Мефодий Борисович,87 90 261614,"г. Шатура, бул. Воронежский, д. 9 стр. 747, 123601",8 (639) 945-4138
824,Колесников Ерофей Антипович,42 50 345109,"ст. Советский, пр. Энтузиастов, д. 596 стр. 9, 240899",+7 (177) 351-66-81
825,Олимпиада Георгиевна Колобова,18 36 326274,"г. Сосногорск, алл. Киевская, д. 4/5 стр. 324, 241983",+7 632 365 4018
826,Карп Власович Анисимов,22 93 929321,"клх Архангельск, бул. Заливный, д. 15, 765118",8 156 409 94 14
827,Орехова Ангелина Георгиевна,73 54 301751,"к. Минусинск, алл. Чкалова, д. 2 стр. 782, 103565",84299202376
828,Родионова Фёкла Вячеславовна,58 65 711410,"п. Кирово-Чепецк, пр. Студенческий, д. 2 стр. 183, 424240",8 628 346 33 48
829,Зоя Григорьевна Воронова,78 87 341248,"клх Тулпан, пр. Краснопартизанский, д. 686 к. 3, 382692",8 (550) 743-5095
830,Регина Яковлевна Давыдова,30 81 764379,"ст. Яхрома, алл. Войкова, д. 5/6, 591765",+7 471 883 0099
831,Селиверстова Оксана Даниловна,53 45 242998,"клх Щелково, пр. Репина, д. 7/8 стр. 8, 617069",+7 149 711 0384
832,Мирон Федосеевич Горбунов,67 23 453078,"клх Находка, пер. З.Космодемьянской, д. 1/2, 744923",+73596985045
833,Надежда Филипповна Вишнякова,12 92 451402,"к. Минусинск, алл. Путевая, д. 78, 789257",+7 402 503 85 76
834,Аскольд Фадеевич Мишин,32 58 971284,"д. Костомукша, пр. Интернациональный, д. 4/6 стр. 4, 101278",86951930485
835,Назар Харламович Васильев,28 72 581995,"к. Псков, ул. Каштановая, д. 4/5, 439468",86331812335
836,Кулаков Анисим Филатович,66 96 542162,"с. Малоярославец, ш. 70 лет Октября, д. 8/7 к. 36, 367850",8 (989) 774-7594
837,Дмитриев Сила Игнатьевич,97 46 781640,"ст. Калачинск, бул. Высоцкого, д. 1 к. 77, 687404",+7 (076) 751-49-75
838,Симонов Савва Глебович,35 48 192554,"д. Чехов, ш. Спортивное, д. 194, 565823",+74538565352
839,Нина Антоновна Евдокимова,35 96 236455,"к. Смоленск, ш. Крестьянское, д. 503, 611998",89651181583
840,Леонтий Ефремович Воронов,67 45 521310,"г. Тихвин, ш. Глинки, д. 1/5 стр. 7/7, 829052",8 659 950 8914
841,Смирнова Евгения Филипповна,31 99 343972,"с. Лотошино, наб. Литейная, д. 4/9, 221405",+7 318 660 47 47
842,Тарасова Зоя Робертовна,41 37 678565,"к. Серебряные Пруды, ш. Дружбы, д. 40 к. 5, 102387",+7 (518) 664-7741
843,Анжела Сергеевна Муравьева,36 21 313443,"п. Новокузнецк, наб. Привольная, д. 7 стр. 9, 539885",+7 (178) 955-99-09
844,Анжела Викторовна Лыткина,76 48 840170,"к. Торжок, пр. Бажова, д. 3, 831934",8 (918) 003-8146
